time,watts,cadence,distance,velocity_smooth,torque,left_right_balance,heartrate,temp
963.0,70.0,60.0,6279.23,6.753,11.0,101.0,118.0,26.0
965.0,80.0,60.0,6292.99,6.841,13.0,101.0,116.0,26.0
967.0,75.0,60.0,6307.81,6.806,12.0,101.0,116.0,26.0
969.0,70.0,58.0,6319.61,6.674,12.0,101.0,119.0,26.0
970.0,70.0,58.0,6326.78,6.644,12.0,101.0,119.0,26.0
972.0,65.0,58.0,6340.24,6.563,11.0,101.0,120.0,26.0
974.0,69.0,57.0,6352.73,6.582,12.0,101.0,121.0,26.0
975.0,77.0,58.0,6359.89,6.677,13.0,101.0,122.0,26.0
976.0,69.0,59.0,6367.07,6.637,11.0,101.0,122.0,26.0
978.0,73.0,59.0,6379.78,6.756,12.0,101.0,122.0,26.0
980.0,81.0,58.0,6393.39,6.721,13.0,101.0,123.0,26.0
982.0,87.0,61.0,6407.12,6.912,14.0,101.0,124.0,26.0
984.0,77.0,62.0,6420.25,6.94,12.0,101.0,124.0,26.0
985.0,79.0,61.0,6427.76,6.96,12.0,101.0,124.0,26.0
987.0,76.0,60.0,6441.62,6.805,12.0,101.0,126.0,26.0
989.0,69.0,59.0,6454.37,6.666,11.0,101.0,126.0,26.0
990.0,80.0,58.0,6461.6,6.717,13.0,101.0,126.0,26.0
992.0,73.0,59.0,6475.23,6.781,12.0,101.0,127.0,26.0
994.0,73.0,58.0,6487.92,6.67,12.0,101.0,128.0,26.0
995.0,77.0,58.0,6495.11,6.692,13.0,101.0,128.0,26.0
998.0,81.0,59.0,6511.61,6.855,13.0,101.0,129.0,26.0
999.0,79.0,59.0,6521.79,6.862,13.0,101.0,129.0,26.0
1000.0,73.0,60.0,6529.19,6.832,12.0,101.0,129.0,26.0
1003.0,73.0,58.0,6545.54,6.695,12.0,101.0,129.0,26.0
1005.0,73.0,60.0,6559.21,6.742,12.0,101.0,130.0,26.0
1006.0,80.0,60.0,6569.2,6.795,13.0,101.0,129.0,26.0
1008.0,80.0,59.0,6579.35,6.837,13.0,101.0,129.0,26.0
1010.0,71.0,59.0,6593.25,6.843,11.0,101.0,129.0,26.0
1012.0,91.0,58.0,6606.99,6.868,15.0,101.0,128.0,26.0
1014.0,86.0,61.0,6621.12,7.083,13.0,101.0,127.0,26.0
1015.0,78.0,61.0,6631.52,6.94,12.0,101.0,127.0,26.0
1017.0,74.0,60.0,6641.72,6.83,12.0,101.0,126.0,26.0
1018.0,82.0,60.0,6651.77,6.806,13.0,101.0,126.0,26.0
1020.0,65.0,61.0,6661.91,6.71,10.0,101.0,125.0,26.0
1021.0,84.0,60.0,6671.87,6.746,13.0,101.0,124.0,26.0
1024.0,76.0,61.0,6689.4,6.872,12.0,101.0,124.0,26.0
1026.0,81.0,62.0,6703.55,6.985,12.0,101.0,125.0,26.0
1028.0,75.0,63.0,6717.61,6.82,11.0,101.0,125.0,26.0
1030.0,77.0,63.0,6730.42,6.742,12.0,101.0,125.0,26.0
1031.0,82.0,61.0,6737.65,6.731,13.0,101.0,125.0,26.0
1033.0,80.0,63.0,6751.54,6.916,12.0,101.0,125.0,26.0
1035.0,83.0,63.0,6765.66,6.995,13.0,101.0,125.0,26.0
1037.0,76.0,61.0,6778.77,6.879,12.0,101.0,126.0,26.0
1038.0,92.0,62.0,6786.15,6.879,14.0,101.0,126.0,26.0
1040.0,78.0,63.0,6799.17,6.927,12.0,101.0,126.0,26.0
1041.0,82.0,62.0,6806.66,6.973,13.0,101.0,126.0,26.0
1043.0,87.0,63.0,6820.74,7.021,13.0,101.0,125.0,26.0
1045.0,81.0,62.0,6834.9,6.934,12.0,101.0,124.0,26.0
1047.0,89.0,62.0,6848.04,6.988,14.0,101.0,123.0,26.0
1048.0,85.0,62.0,6855.71,7.1,13.0,101.0,123.0,26.0
1050.0,82.0,63.0,6870.34,7.254,12.0,101.0,122.0,26.0
1052.0,85.0,62.0,6883.96,7.193,13.0,101.0,122.0,26.0
1053.0,90.0,62.0,6891.65,7.149,14.0,101.0,122.0,26.0
1055.0,87.0,63.0,6906.27,7.317,13.0,101.0,123.0,26.0
1057.0,87.0,61.0,6919.99,7.132,14.0,101.0,123.0,26.0
1059.0,86.0,61.0,6934.27,7.031,13.0,101.0,123.0,26.0
1060.0,90.0,61.0,6941.93,7.128,14.0,101.0,123.0,26.0
1062.0,90.0,62.0,6955.46,7.209,14.0,101.0,123.0,26.0
1063.0,84.0,62.0,6963.31,7.209,13.0,101.0,124.0,26.0
1065.0,93.0,62.0,6977.9,7.224,14.0,101.0,124.0,26.0
1067.0,89.0,63.0,6991.59,7.272,13.0,101.0,124.0,26.0
1068.0,89.0,63.0,6999.41,7.244,13.0,101.0,124.0,26.0
1070.0,71.0,63.0,7014.78,7.021,11.0,101.0,123.0,26.0
1072.0,87.0,61.0,7027.83,6.928,14.0,101.0,123.0,26.0
1074.0,84.0,62.0,7041.19,7.136,13.0,101.0,123.0,26.0
1075.0,79.0,62.0,7048.86,7.08,12.0,101.0,123.0,26.0
1077.0,77.0,61.0,7063.08,6.916,12.0,101.0,125.0,26.0
1079.0,77.0,60.0,7077.05,6.894,12.0,101.0,127.0,26.0
1081.0,86.0,61.0,7090.21,7.011,13.0,101.0,127.0,26.0
1082.0,77.0,61.0,7097.72,6.971,12.0,101.0,128.0,26.0
1084.0,79.0,60.0,7111.75,6.863,13.0,101.0,129.0,26.0
1086.0,83.0,59.0,7124.73,6.882,13.0,101.0,130.0,26.0
1088.0,74.0,59.0,7138.64,6.841,12.0,101.0,130.0,26.0
1089.0,76.0,59.0,7146.01,6.793,12.0,101.0,130.0,26.0
1091.0,88.0,59.0,7158.8,6.868,14.0,101.0,130.0,26.0
1092.0,75.0,59.0,7166.22,6.851,12.0,101.0,130.0,26.0
1094.0,74.0,59.0,7180.19,6.816,12.0,101.0,131.0,26.0
1096.0,87.0,59.0,7193.02,6.841,14.0,101.0,132.0,26.0
1098.0,74.0,59.0,7206.99,6.868,12.0,101.0,133.0,26.0
1099.0,82.0,60.0,7214.39,6.911,13.0,101.0,133.0,26.0
1101.0,75.0,60.0,7227.31,6.805,12.0,101.0,136.0,26.0
1102.0,76.0,60.0,7234.66,6.781,12.0,101.0,135.0,26.0
1104.0,68.0,60.0,7248.38,6.702,11.0,101.0,133.0,26.0
1106.0,86.0,60.0,7261.02,6.791,14.0,101.0,132.0,26.0
1107.0,74.0,61.0,7269.34,6.86,12.0,101.0,131.0,26.0
1109.0,79.0,60.0,7282.4,6.871,13.0,101.0,129.0,26.0
1111.0,83.0,61.0,7295.49,6.975,13.0,101.0,126.0,26.0
1112.0,85.0,61.0,7303.05,7.021,13.0,101.0,123.0,26.0
1115.0,88.0,62.0,7324.29,7.231,14.0,101.0,128.0,26.0
1117.0,81.0,61.0,7338.82,7.105,13.0,101.0,129.0,26.0
1119.0,76.0,61.0,7352.87,6.927,12.0,101.0,130.0,26.0
1121.0,61.0,61.0,7366.02,6.778,10.0,101.0,130.0,26.0
1122.0,82.0,62.0,7373.34,6.785,13.0,101.0,130.0,26.0
1124.0,86.0,61.0,7387.19,7.014,13.0,101.0,131.0,26.0
1126.0,81.0,60.0,7401.45,7.028,13.0,101.0,131.0,26.0
1128.0,86.0,60.0,7414.67,7.011,14.0,101.0,131.0,26.0
1130.0,85.0,60.0,7429.03,7.113,14.0,101.0,130.0,26.0
1131.0,84.0,61.0,7436.67,7.058,13.0,101.0,131.0,26.0
1133.0,65.0,61.0,7449.83,6.845,10.0,101.0,131.0,26.0
1134.0,77.0,60.0,7457.14,6.785,12.0,101.0,131.0,26.0
1135.0,75.0,60.0,7467.16,6.738,12.0,101.0,130.0,26.0
1137.0,75.0,60.0,7477.26,6.796,12.0,101.0,129.0,26.0
1139.0,78.0,58.0,7490.86,6.73,13.0,101.0,128.0,26.0
1141.0,87.0,58.0,7504.71,6.988,14.0,101.0,127.0,26.0
1143.0,71.0,58.0,7517.8,6.872,12.0,101.0,127.0,26.0
1144.0,82.0,57.0,7525.19,6.862,14.0,101.0,127.0,26.0
1146.0,80.0,59.0,7541.84,6.868,13.0,101.0,128.0,26.0
1148.0,89.0,59.0,7552.07,6.967,14.0,101.0,129.0,26.0
1149.0,95.0,60.0,7559.68,7.066,15.0,101.0,129.0,26.0
1151.0,89.0,60.0,7577.35,7.31,14.0,101.0,130.0,26.0
1153.0,83.0,60.0,7591.71,6.969,13.0,101.0,130.0,26.0
1155.0,82.0,61.0,7602.03,6.962,13.0,101.0,129.0,26.0
1156.0,86.0,62.0,7612.43,7.039,13.0,101.0,129.0,26.0
1158.0,83.0,62.0,7626.8,7.1,13.0,101.0,129.0,26.0
1160.0,77.0,61.0,7641.14,7.061,12.0,101.0,128.0,26.0
1162.0,86.0,61.0,7652.48,7.017,13.0,101.0,127.0,26.0
1164.0,79.0,62.0,7665.75,6.978,12.0,101.0,128.0,26.0
1165.0,76.0,61.0,7676.04,6.923,12.0,101.0,128.0,26.0
1167.0,81.0,61.0,7690.09,6.913,13.0,101.0,128.0,26.0
1169.0,85.0,62.0,7704.07,6.984,13.0,101.0,128.0,26.0
1171.0,81.0,62.0,7714.42,6.957,12.0,101.0,128.0,26.0
1172.0,91.0,62.0,7724.86,7.054,14.0,101.0,128.0,26.0
1174.0,80.0,61.0,7739.0,6.998,13.0,101.0,128.0,26.0
1176.0,74.0,61.0,7752.97,6.805,12.0,101.0,127.0,26.0
1178.0,104.0,61.0,7765.97,7.067,16.0,101.0,127.0,26.0
1179.0,73.0,61.0,7773.57,7.051,11.0,101.0,127.0,26.0
1181.0,68.0,60.0,7787.62,6.614,11.0,101.0,128.0,26.0
1183.0,84.0,60.0,7800.23,6.771,13.0,101.0,128.0,26.0
1184.0,106.0,61.0,7807.75,7.129,17.0,101.0,128.0,26.0
1186.0,79.0,61.0,7822.37,7.166,12.0,101.0,128.0,26.0
1188.0,80.0,61.0,7832.81,6.875,13.0,101.0,128.0,26.0
1190.0,81.0,61.0,7849.61,6.935,13.0,101.0,128.0,26.0
1191.0,84.0,61.0,7857.15,6.994,13.0,101.0,128.0,26.0
1193.0,84.0,60.0,7870.41,7.039,13.0,101.0,128.0,26.0
1194.0,84.0,60.0,7877.98,7.051,13.0,101.0,128.0,26.0
1196.0,85.0,61.0,7892.29,7.087,13.0,101.0,128.0,26.0
1198.0,91.0,61.0,7906.69,7.159,14.0,101.0,128.0,26.0
1200.0,88.0,61.0,7920.22,7.155,14.0,101.0,127.0,26.0
1202.0,86.0,61.0,7934.7,7.139,13.0,101.0,128.0,26.0
1203.0,86.0,62.0,7942.41,7.128,13.0,101.0,128.0,26.0
1205.0,84.0,62.0,7955.82,7.077,13.0,101.0,128.0,26.0
1206.0,83.0,61.0,7963.47,7.051,13.0,101.0,128.0,26.0
1207.0,85.0,61.0,7971.03,7.028,13.0,101.0,129.0,26.0
1209.0,94.0,61.0,7984.34,7.075,15.0,101.0,130.0,26.0
1211.0,86.0,63.0,7998.89,7.178,13.0,101.0,131.0,26.0
1213.0,81.0,62.0,8009.57,7.142,12.0,101.0,131.0,26.0
1214.0,84.0,61.0,8020.06,7.047,13.0,101.0,131.0,26.0
1216.0,77.0,63.0,8034.52,7.145,12.0,101.0,132.0,26.0
1218.0,79.0,62.0,8048.88,7.01,12.0,101.0,132.0,26.0
1220.0,90.0,61.0,8063.03,7.069,14.0,101.0,132.0,26.0
1222.0,91.0,62.0,8076.49,7.165,14.0,101.0,131.0,26.0
1223.0,88.0,62.0,8084.25,7.197,14.0,101.0,131.0,26.0
1225.0,90.0,64.0,8097.91,7.25,13.0,101.0,130.0,26.0
1226.0,95.0,63.0,8105.72,7.231,14.0,101.0,130.0,26.0
1228.0,86.0,62.0,8120.46,7.184,13.0,101.0,130.0,26.0
1230.0,90.0,62.0,8134.9,7.176,14.0,101.0,130.0,26.0
1232.0,99.0,65.0,8148.73,7.45,15.0,101.0,130.0,26.0
1233.0,88.0,65.0,8156.8,7.465,13.0,101.0,130.0,26.0
1235.0,81.0,63.0,8171.67,7.13,12.0,101.0,130.0,26.0
1237.0,99.0,63.0,8185.12,7.187,15.0,101.0,130.0,26.0
1238.0,96.0,64.0,8192.97,7.31,14.0,101.0,130.0,26.0
1240.0,96.0,64.0,8207.97,7.402,14.0,101.0,130.0,26.0
1242.0,98.0,64.0,8221.88,7.362,15.0,101.0,130.0,26.0
1243.0,98.0,64.0,8229.88,7.393,15.0,101.0,131.0,26.0
1245.0,49.0,67.0,8245.03,7.484,7.0,101.0,130.0,26.0
1246.0,65.0,64.0,8252.71,7.028,10.0,101.0,130.0,26.0
1248.0,86.0,61.0,8265.18,6.386,13.0,101.0,129.0,26.0
1250.0,88.0,62.0,8279.08,7.062,14.0,101.0,129.0,26.0
1251.0,81.0,62.0,8286.79,7.123,12.0,101.0,129.0,26.0
1253.0,73.0,60.0,8300.15,6.978,12.0,101.0,129.0,26.0
1255.0,86.0,60.0,8314.17,6.95,14.0,101.0,129.0,26.0
1256.0,92.0,61.0,8321.79,7.105,14.0,101.0,129.0,26.0
1258.0,77.0,61.0,8335.31,7.158,12.0,101.0,129.0,26.0
1260.0,73.0,62.0,8349.8,7.127,11.0,101.0,129.0,26.0
1261.0,76.0,61.0,8357.48,7.004,12.0,101.0,129.0,26.0
1263.0,87.0,62.0,8370.58,6.979,13.0,101.0,129.0,26.0
1265.0,84.0,62.0,8382.07,7.184,13.0,101.0,129.0,26.0
1266.0,80.0,62.0,8392.67,7.095,12.0,101.0,129.0,26.0
1268.0,91.0,61.0,8402.13,7.018,14.0,101.0,129.0,26.0
1269.0,79.0,62.0,8412.56,7.008,12.0,101.0,130.0,26.0
1270.0,122.0,63.0,8420.33,7.33,18.0,101.0,130.0,26.0
1271.0,78.0,60.0,8428.32,7.374,12.0,101.0,133.0,26.0
1273.0,81.0,60.0,8442.14,7.165,13.0,101.0,134.0,26.0
1275.0,83.0,62.0,8456.12,6.944,13.0,101.0,136.0,26.0
1276.0,87.0,63.0,8463.68,7.032,13.0,101.0,136.0,26.0
1278.0,86.0,63.0,8477.06,7.09,13.0,101.0,137.0,26.0
1280.0,86.0,62.0,8487.51,6.999,13.0,101.0,137.0,26.0
1281.0,86.0,62.0,8495.03,6.992,13.0,101.0,137.0,26.0
1282.0,79.0,60.0,8506.49,7.007,13.0,101.0,137.0,26.0
1284.0,84.0,61.0,8515.94,7.032,13.0,101.0,136.0,26.0
1285.0,90.0,62.0,8526.41,7.068,14.0,101.0,136.0,26.0
1288.0,94.0,61.0,8547.5,7.099,15.0,101.0,136.0,26.0
1289.0,86.0,61.0,8555.18,7.152,13.0,101.0,137.0,26.0
1291.0,76.0,63.0,8568.73,7.14,12.0,101.0,137.0,26.0
1292.0,82.0,61.0,8577.29,7.013,13.0,101.0,137.0,26.0
1295.0,87.0,60.0,8593.24,6.978,14.0,101.0,137.0,26.0
1296.0,82.0,61.0,8603.73,7.064,13.0,101.0,137.0,26.0
1297.0,78.0,60.0,8611.38,7.077,12.0,101.0,137.0,26.0
1300.0,94.0,61.0,8628.39,7.077,15.0,101.0,137.0,26.0
1301.0,87.0,62.0,8640.04,7.184,13.0,101.0,136.0,26.0
1303.0,100.0,61.0,8653.42,7.119,16.0,101.0,135.0,26.0
1305.0,67.0,66.0,8664.2,7.365,10.0,101.0,134.0,26.0
1307.0,68.0,60.0,8678.88,7.106,11.0,101.0,134.0,26.0
1309.0,77.0,59.0,8692.66,6.806,12.0,101.0,134.0,26.0
1310.0,78.0,59.0,8702.77,6.823,13.0,101.0,134.0,26.0
1312.0,75.0,60.0,8712.92,6.937,12.0,101.0,134.0,26.0
1314.0,96.0,61.0,8727.04,7.09,15.0,101.0,134.0,26.0
1316.0,58.0,65.0,8741.61,7.092,9.0,101.0,134.0,26.0
1317.0,80.0,63.0,8751.95,6.934,12.0,101.0,134.0,26.0
1319.0,79.0,61.0,8761.96,6.608,12.0,101.0,134.0,26.0
1321.0,81.0,61.0,8775.86,6.872,13.0,101.0,134.0,26.0
1323.0,96.0,61.0,8790.11,7.205,15.0,101.0,134.0,26.0
1325.0,87.0,63.0,8803.77,7.238,13.0,101.0,134.0,26.0
1327.0,78.0,61.0,8817.94,6.862,12.0,101.0,134.0,26.0
1328.0,79.0,60.0,8825.29,6.801,13.0,101.0,133.0,26.0
1330.0,84.0,61.0,8839.13,6.943,13.0,101.0,133.0,26.0
1332.0,96.0,61.0,8852.3,7.044,15.0,101.0,134.0,26.0
1333.0,85.0,63.0,8859.99,7.119,13.0,101.0,135.0,26.0
1335.0,88.0,61.0,8874.37,7.066,14.0,101.0,135.0,26.0
1337.0,85.0,61.0,8887.6,7.002,13.0,101.0,134.0,26.0
1339.0,77.0,62.0,8901.9,7.047,12.0,101.0,134.0,26.0
1340.0,89.0,63.0,8909.58,7.137,13.0,101.0,133.0,26.0
1342.0,88.0,64.0,8923.11,7.177,13.0,101.0,133.0,26.0
1343.0,89.0,64.0,8930.96,7.209,13.0,101.0,134.0,26.0
1345.0,82.0,63.0,8945.49,7.123,12.0,101.0,134.0,26.0
1347.0,91.0,62.0,8958.9,7.129,14.0,101.0,134.0,26.0
1348.0,93.0,63.0,8966.63,7.181,14.0,101.0,134.0,26.0
1349.0,90.0,63.0,8977.45,7.266,14.0,101.0,134.0,26.0
1351.0,82.0,62.0,8989.3,7.286,13.0,101.0,135.0,26.0
1353.0,87.0,62.0,9002.9,7.209,13.0,101.0,136.0,26.0
1354.0,82.0,62.0,9013.51,7.11,13.0,101.0,136.0,26.0
1356.0,80.0,61.0,9023.99,6.961,13.0,101.0,136.0,26.0
1357.0,86.0,61.0,9031.48,6.939,13.0,101.0,136.0,26.0
1359.0,81.0,63.0,9044.57,6.954,12.0,101.0,135.0,26.0
1360.0,85.0,62.0,9052.16,7.031,13.0,101.0,134.0,26.0
1362.0,76.0,61.0,9066.32,6.939,12.0,101.0,134.0,26.0
1364.0,87.0,61.0,9079.35,6.957,14.0,101.0,133.0,26.0
1365.0,89.0,62.0,9086.95,7.029,14.0,101.0,132.0,26.0
1367.0,83.0,62.0,9101.21,6.996,13.0,101.0,132.0,26.0
1368.0,86.0,62.0,9111.46,6.928,13.0,101.0,132.0,26.0
1370.0,86.0,62.0,9121.87,7.031,13.0,101.0,132.0,26.0
1372.0,75.0,61.0,9136.1,6.961,12.0,101.0,133.0,26.0
1373.0,79.0,61.0,9146.24,6.837,12.0,101.0,133.0,26.0
1375.0,76.0,60.0,9156.43,6.809,12.0,101.0,133.0,26.0
1377.0,73.0,59.0,9170.16,6.738,12.0,101.0,132.0,26.0
1379.0,73.0,59.0,9182.89,6.742,12.0,101.0,131.0,26.0
1380.0,85.0,59.0,9190.29,6.823,14.0,101.0,130.0,26.0
1382.0,70.0,61.0,9204.18,6.873,11.0,101.0,129.0,26.0
1384.0,82.0,61.0,9218.09,6.874,13.0,101.0,129.0,26.0
1385.0,81.0,62.0,9228.38,6.971,12.0,101.0,129.0,26.0
1387.0,90.0,62.0,9239.79,7.058,14.0,101.0,129.0,26.0
1388.0,84.0,62.0,9250.33,7.087,13.0,101.0,129.0,26.0
1390.0,86.0,62.0,9259.85,7.061,13.0,101.0,128.0,26.0
1392.0,100.0,62.0,9274.1,7.077,15.0,101.0,128.0,26.0
1393.0,70.0,62.0,9281.87,7.137,11.0,101.0,128.0,26.0
1395.0,77.0,60.0,9295.35,7.139,12.0,101.0,128.0,26.0
1397.0,87.0,61.0,9309.57,7.064,14.0,101.0,128.0,26.0
1398.0,85.0,61.0,9317.23,7.05,13.0,101.0,128.0,26.0
1399.0,83.0,62.0,9324.87,7.101,13.0,101.0,127.0,26.0
1401.0,82.0,61.0,9337.29,7.08,13.0,101.0,127.0,26.0
1402.0,88.0,60.0,9344.96,7.064,14.0,101.0,126.0,26.0
1404.0,86.0,61.0,9361.15,7.047,13.0,101.0,128.0,26.0
1406.0,78.0,62.0,9373.49,6.995,12.0,101.0,131.0,26.0
1408.0,78.0,62.0,9386.69,6.934,12.0,101.0,131.0,26.0
1409.0,86.0,61.0,9395.08,6.911,13.0,101.0,132.0,26.0
1411.0,74.0,62.0,9408.18,6.939,11.0,101.0,134.0,26.0
